created_at,entry_id,field1,field2,field3,field4,field5,field6
2023-08-06T21:32:46+0100,1,2023-08-06T21:32:46+0100,17.551498413085938,54.754638671875,437,14.8,70.0
2023-08-06T21:32:51+0100,2,2023-08-06T21:32:51+0100,17.052154541015625,56.39190673828125,421,14.8,70.0
2023-08-06T21:32:57+0100,3,2023-08-06T21:32:57+0100,16.680984497070312,57.8155517578125,423,14.8,70.0
2023-08-06T21:33:02+0100,4,2023-08-06T21:33:02+0100,16.328506469726562,59.09881591796875,419,14.8,70.0
2023-08-06T21:33:08+0100,5,2023-08-06T21:33:08+0100,15.9893798828125,60.40802001953125,424,14.8,70.0
2023-08-06T21:33:14+0100,6,2023-08-06T21:33:14+0100,15.67962646484375,61.69281005859375,420,14.8,70.0
2023-08-06T21:33:19+0100,7,2023-08-06T21:33:19+0100,15.396575927734375,62.87078857421875,421,14.8,70.0
2023-08-06T21:33:25+0100,8,2023-08-06T21:33:25+0100,14.859848022460938,65.03448486328125,416,14.8,70.0
2023-08-06T21:33:30+0100,9,2023-08-06T21:33:30+0100,14.638214111328125,66.06597900390625,416,14.8,70.0
2023-08-06T21:33:36+0100,10,2023-08-06T21:33:36+0100,14.392547607421875,67.0257568359375,415,14.8,70.0
2023-08-06T21:33:41+0100,11,2023-08-06T21:33:41+0100,14.157562255859375,68.00079345703125,410,14.8,70.0
2023-08-06T21:33:47+0100,12,2023-08-06T21:33:47+0100,13.99200439453125,68.91326904296875,407,14.8,70.0
2023-08-06T21:33:53+0100,13,2023-08-06T21:33:53+0100,13.82110595703125,69.69451904296875,406,14.8,70.0
2023-08-06T21:34:01+0100,14,2023-08-06T21:34:01+0100,13.452606201171875,71.25091552734375,407,14.8,70.0
2023-08-06T21:34:09+0100,15,2023-08-06T21:34:09+0100,13.174896240234375,72.53875732421875,404,14.8,70.0
2023-08-06T21:34:18+0100,16,2023-08-06T21:34:18+0100,12.899856567382812,73.46343994140625,404,14.8,70.0
2023-08-06T21:34:26+0100,17,2023-08-06T21:34:26+0100,12.8277587890625,73.89373779296875,404,14.8,70.0
2023-08-06T21:34:34+0100,18,2023-08-06T21:34:34+0100,12.640838623046875,74.78790283203125,403,14.8,70.0
2023-08-06T21:34:43+0100,19,2023-08-06T21:34:43+0100,12.472610473632812,75.5279541015625,403,14.8,70.0
2023-08-06T21:34:51+0100,20,2023-08-06T21:34:51+0100,12.373809814453125,76.2664794921875,411,14.8,70.0
2023-08-06T21:35:00+0100,21,2023-08-06T21:35:00+0100,12.456588745117188,76.75628662109375,421,14.8,70.0
2023-08-06T21:35:08+0100,22,2023-08-06T21:35:08+0100,12.5714111328125,77.29644775390625,413,14.8,70.0
