created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2023-08-10T16:48:17+01:00,90,2023-08-10T16:48:17+0100,21.092300415039062,71.60186767578125,811,,,False,,,,
2023-08-10T16:48:47+01:00,91,2023-08-10T16:48:47+0100,21.092300415039062,71.6552734375,813,,,False,,,,
2023-08-10T16:49:18+01:00,92,2023-08-10T16:49:17+0100,21.092300415039062,71.64459228515625,816,,,False,,,,
2023-08-10T16:49:48+01:00,93,2023-08-10T16:49:48+0100,21.1163330078125,71.60491943359375,818,,,False,,,,
2023-08-10T17:51:13+01:00,94,2023-08-10T17:51:12+0100,20.309906005859375,73.8739013671875,670,,,False,,,,
2023-08-10T17:51:43+01:00,95,2023-08-10T17:51:43+0100,19.960098266601562,74.359130859375,595,,,False,,,,
2023-08-10T17:52:14+01:00,96,2023-08-10T17:52:13+0100,19.7064208984375,74.8748779296875,513,,,False,,,,
2023-08-10T17:52:44+01:00,97,2023-08-10T17:52:44+0100,19.63165283203125,75.50506591796875,512,,,False,,,,
2023-08-10T17:53:15+01:00,98,2023-08-10T17:53:14+0100,19.58892822265625,75.7415771484375,506,,,False,,,,
2023-08-10T17:53:45+01:00,99,2023-08-10T17:53:45+0100,19.554214477539062,76.08184814453125,505,,,False,,,,
2023-08-10T17:54:15+01:00,100,2023-08-10T17:54:15+0100,19.369964599609375,76.39617919921875,502,,,False,,,,
2023-08-10T17:54:46+01:00,101,2023-08-10T17:54:45+0100,19.265823364257812,76.74102783203125,474,,,False,,,,
2023-08-10T17:55:16+01:00,102,2023-08-10T17:55:16+0100,19.263153076171875,77.3345947265625,475,,,False,,,,
2023-08-10T17:55:47+01:00,103,2023-08-10T17:55:46+0100,19.442062377929688,77.61993408203125,488,,,False,,,,
2023-08-10T17:56:17+01:00,104,2023-08-10T17:56:17+0100,19.655685424804688,77.4017333984375,537,,,False,,,,
2023-08-10T17:56:48+01:00,105,2023-08-10T17:56:47+0100,19.783859252929688,77.10113525390625,564,,,False,,,,
2023-08-10T17:57:18+01:00,106,2023-08-10T17:57:18+0100,19.938735961914062,76.7974853515625,603,,,False,,,,
2023-08-10T17:57:49+01:00,107,2023-08-10T17:57:48+0100,20.02685546875,76.45263671875,610,,,False,,,,
2023-08-10T17:58:19+01:00,108,2023-08-10T17:58:19+0100,20.114974975585938,76.2237548828125,620,,,False,,,,
2023-08-10T17:58:50+01:00,109,2023-08-10T17:58:49+0100,20.184402465820312,75.9552001953125,641,,,False,,,,
2023-08-10T17:59:20+01:00,110,2023-08-10T17:59:20+0100,20.248489379882812,75.811767578125,649,,,False,,,,
2023-08-10T17:59:50+01:00,111,2023-08-10T17:59:50+0100,20.328598022460938,75.64544677734375,665,,,False,,,,
2023-08-10T18:00:21+01:00,112,2023-08-10T18:00:20+0100,20.376663208007812,75.47149658203125,672,,,False,,,,
2023-08-10T18:00:51+01:00,113,2023-08-10T18:00:51+0100,20.406036376953125,75.35858154296875,680,,,False,,,,
2023-08-10T18:01:22+01:00,114,2023-08-10T18:01:21+0100,20.44342041015625,75.2105712890625,694,,,False,,,,
2023-08-10T18:01:52+01:00,115,2023-08-10T18:01:52+0100,20.515518188476562,75.08087158203125,697,,,False,,,,
2023-08-10T18:02:23+01:00,116,2023-08-10T18:02:22+0100,20.52886962890625,74.981689453125,700,,,False,,,,
2023-08-10T18:02:53+01:00,117,2023-08-10T18:02:53+0100,20.582275390625,74.8779296875,702,,,False,,,,
2023-08-10T18:03:24+01:00,118,2023-08-10T18:03:23+0100,20.6036376953125,74.798583984375,705,,,False,,,,
2023-08-10T18:03:54+01:00,119,2023-08-10T18:03:54+0100,20.627670288085938,74.66583251953125,711,,,False,,,,
2023-08-10T18:04:24+01:00,120,2023-08-10T18:04:24+0100,20.6463623046875,74.62005615234375,713,,,False,,,,
2023-08-10T18:04:55+01:00,121,2023-08-10T18:04:54+0100,20.675735473632812,74.542236328125,716,,,False,,,,
2023-08-10T18:05:25+01:00,122,2023-08-10T18:05:25+0100,20.694427490234375,74.46441650390625,719,,,False,,,,
2023-08-10T18:05:56+01:00,123,2023-08-10T18:05:55+0100,20.745162963867188,74.40643310546875,726,,,False,,,,
2023-08-10T18:06:26+01:00,124,2023-08-10T18:06:26+0100,20.729141235351562,74.3865966796875,736,,,False,,,,
2023-08-10T18:06:57+01:00,125,2023-08-10T18:06:56+0100,20.761184692382812,74.285888671875,744,,,False,,,,
