created_at,entry_id,field1,field2,field3,field4,field5,field6
2023-08-06T10:23:07+0100,1,2023-08-06T10:23:07+0100,23.677139282226562,50.927734375,706,22.6,52.0
2023-08-06T10:23:15+0100,2,2023-08-06T10:23:15+0100,23.300628662109375,51.75018310546875,744,22.6,52.0
2023-08-06T10:23:23+0100,3,2023-08-06T10:23:23+0100,22.694473266601562,53.4942626953125,735,22.6,52.0
2023-08-06T10:23:28+0100,4,2023-08-06T10:23:28+0100,22.422103881835938,54.22515869140625,735,22.6,52.0
2023-08-06T10:23:33+0100,5,2023-08-06T10:23:33+0100,22.1630859375,54.9163818359375,739,22.6,52.0
2023-08-06T10:23:38+0100,6,2023-08-06T10:23:38+0100,21.9281005859375,55.56488037109375,744,22.6,52.0
2023-08-06T10:23:43+0100,7,2023-08-06T10:23:43+0100,21.701126098632812,56.158447265625,746,22.6,52.0
2023-08-06T10:23:49+0100,8,2023-08-06T10:23:49+0100,21.519546508789062,56.7596435546875,745,22.6,52.0
2023-08-06T10:23:54+0100,9,2023-08-06T10:23:54+0100,21.321945190429688,57.305908203125,746,22.6,52.0
2023-08-06T10:23:59+0100,10,2023-08-06T10:23:59+0100,21.156387329101562,57.818603515625,747,22.6,52.0
2023-08-06T10:24:04+0100,11,2023-08-06T10:24:04+0100,20.993499755859375,58.32366943359375,747,22.6,52.0
2023-08-06T10:24:09+0100,12,2023-08-06T10:24:09+0100,20.854644775390625,58.7158203125,747,22.6,52.0
2023-08-06T10:24:14+0100,13,2023-08-06T10:24:14+0100,20.737152099609375,59.14306640625,748,22.6,52.0
2023-08-06T10:24:19+0100,14,2023-08-06T10:24:19+0100,20.584945678710938,59.52606201171875,747,22.6,52.0
2023-08-06T10:24:24+0100,15,2023-08-06T10:24:24+0100,20.36865234375,60.2447509765625,746,22.6,52.0
2023-08-06T10:24:29+0100,16,2023-08-06T10:24:29+0100,20.285873413085938,60.595703125,746,22.6,52.0
2023-08-06T10:24:35+0100,17,2023-08-06T10:24:35+0100,20.19775390625,60.99090576171875,747,22.6,52.0
2023-08-06T10:24:40+0100,18,2023-08-06T10:24:40+0100,20.10162353515625,61.41815185546875,747,22.6,52.0
2023-08-06T10:24:45+0100,19,2023-08-06T10:24:45+0100,20.02685546875,61.72943115234375,747,22.6,52.0
2023-08-06T10:24:50+0100,20,2023-08-06T10:24:50+0100,19.9627685546875,61.95831298828125,747,22.6,52.0
2023-08-06T10:24:55+0100,21,2023-08-06T10:24:55+0100,19.88800048828125,62.1917724609375,747,22.6,52.0
2023-08-06T10:25:00+0100,22,2023-08-06T10:25:00+0100,19.82391357421875,62.3779296875,747,22.6,52.0
2023-08-06T10:25:05+0100,23,2023-08-06T10:25:05+0100,19.765167236328125,62.591552734375,746,22.6,52.0
