created_at,entry_id,field1,field2,field3,field4,field5,field6
2023-08-06T11:39:23+0100,559,2023-08-06T11:39:23+0100,22.486190795898438,52.94189453125,728,22.6,53.0
2023-08-06T11:39:28+0100,560,2023-08-06T11:39:28+0100,22.277908325195312,53.619384765625,728,22.6,53.0
2023-08-06T11:39:33+0100,561,2023-08-06T11:39:33+0100,22.058944702148438,54.180908203125,728,22.6,53.0
2023-08-06T11:39:38+0100,562,2023-08-06T11:39:38+0100,21.85333251953125,54.66156005859375,729,22.6,53.0
2023-08-06T11:39:43+0100,563,2023-08-06T11:39:43+0100,21.674423217773438,55.17120361328125,728,22.6,53.0
2023-08-06T11:39:49+0100,564,2023-08-06T11:39:49+0100,21.5008544921875,55.645751953125,728,22.6,53.0
2023-08-06T11:39:54+0100,565,2023-08-06T11:39:54+0100,21.215133666992188,56.51092529296875,728,22.6,53.0
2023-08-06T11:39:59+0100,566,2023-08-06T11:39:59+0100,21.0736083984375,56.9793701171875,728,22.6,53.0
2023-08-06T11:40:04+0100,567,2023-08-06T11:40:04+0100,20.953445434570312,57.342529296875,727,22.6,53.0
2023-08-06T11:40:09+0100,568,2023-08-06T11:40:09+0100,20.851974487304688,57.66448974609375,725,22.6,53.0
2023-08-06T11:40:14+0100,569,2023-08-06T11:40:14+0100,20.755844116210938,57.97119140625,724,22.6,53.0
2023-08-06T11:40:19+0100,570,2023-08-06T11:40:19+0100,20.649032592773438,58.36181640625,724,22.6,53.0
2023-08-06T11:40:24+0100,571,2023-08-06T11:40:24+0100,20.587615966796875,58.78143310546875,725,22.6,53.0
2023-08-06T11:40:30+0100,572,2023-08-06T11:40:30+0100,20.4754638671875,59.12017822265625,724,22.6,53.0
2023-08-06T11:40:35+0100,573,2023-08-06T11:40:35+0100,20.408706665039062,59.37652587890625,725,22.6,53.0
2023-08-06T11:40:40+0100,574,2023-08-06T11:40:40+0100,20.317916870117188,59.66033935546875,725,22.6,53.0
2023-08-06T11:40:45+0100,575,2023-08-06T11:40:45+0100,20.259170532226562,59.97314453125,725,22.6,53.0
2023-08-06T11:40:50+0100,576,2023-08-06T11:40:50+0100,20.195083618164062,60.20355224609375,725,22.6,53.0
2023-08-06T11:40:55+0100,577,2023-08-06T11:40:55+0100,20.130996704101562,60.4583740234375,725,22.6,53.0
2023-08-06T11:41:00+0100,578,2023-08-06T11:41:00+0100,20.08026123046875,60.601806640625,725,22.6,53.0
2023-08-06T11:41:05+0100,579,2023-08-06T11:41:05+0100,20.0482177734375,60.79254150390625,725,22.6,53.0
2023-08-06T11:41:11+0100,580,2023-08-06T11:41:11+0100,19.960098266601562,61.02294921875,727,22.6,53.0
2023-08-06T11:41:16+0100,581,2023-08-06T11:41:16+0100,19.898681640625,61.14959716796875,726,22.6,53.0
2023-08-06T11:41:21+0100,582,2023-08-06T11:41:21+0100,19.88800048828125,61.28997802734375,726,22.6,53.0
2023-08-06T11:41:26+0100,583,2023-08-06T11:41:26+0100,19.84527587890625,61.3616943359375,726,22.6,53.0
2023-08-06T11:41:31+0100,584,2023-08-06T11:41:31+0100,19.8345947265625,61.4349365234375,726,22.6,53.0
2023-08-06T11:41:36+0100,585,2023-08-06T11:41:36+0100,19.805221557617188,61.51580810546875,725,22.6,53.0
2023-08-06T11:41:41+0100,586,2023-08-06T11:41:41+0100,19.778518676757812,61.553955078125,726,22.6,53.0
2023-08-06T11:41:47+0100,587,2023-08-06T11:41:47+0100,19.783859252929688,61.627197265625,726,22.6,53.0
2023-08-06T11:41:52+0100,588,2023-08-06T11:41:52+0100,19.741134643554688,61.68975830078125,725,22.6,53.0
2023-08-06T11:41:57+0100,589,2023-08-06T11:41:57+0100,19.73846435546875,61.68670654296875,726,22.6,53.0
2023-08-06T11:42:02+0100,590,2023-08-06T11:42:02+0100,19.727783203125,61.737060546875,727,22.6,53.0
2023-08-06T11:42:07+0100,591,2023-08-06T11:42:07+0100,19.714431762695312,61.79656982421875,727,22.6,53.0
2023-08-06T11:42:12+0100,592,2023-08-06T11:42:12+0100,19.682388305664062,61.8896484375,728,22.6,53.0
2023-08-06T11:42:17+0100,593,2023-08-06T11:42:17+0100,19.68505859375,61.9384765625,732,22.6,53.0
2023-08-06T11:42:22+0100,594,2023-08-06T11:42:22+0100,19.669036865234375,62.00714111328125,732,22.6,53.0
2023-08-06T11:42:28+0100,595,2023-08-06T11:42:28+0100,19.642333984375,62.05902099609375,733,22.6,53.0
2023-08-06T11:42:33+0100,596,2023-08-06T11:42:33+0100,19.636993408203125,62.13531494140625,733,22.6,53.0
2023-08-06T11:42:38+0100,597,2023-08-06T11:42:38+0100,19.626312255859375,62.255859375,733,22.6,53.0
2023-08-06T11:42:43+0100,598,2023-08-06T11:42:43+0100,19.639663696289062,62.3809814453125,733,22.6,53.0
2023-08-06T11:42:48+0100,599,2023-08-06T11:42:48+0100,19.58892822265625,62.40386962890625,732,22.6,53.0
2023-08-06T11:42:53+0100,600,2023-08-06T11:42:53+0100,19.615631103515625,62.44659423828125,731,22.6,53.0
2023-08-06T11:42:58+0100,601,2023-08-06T11:42:58+0100,19.594268798828125,62.4786376953125,733,22.6,53.0
2023-08-06T11:43:03+0100,602,2023-08-06T11:43:03+0100,19.564895629882812,62.5152587890625,733,22.6,53.0
2023-08-06T11:43:09+0100,603,2023-08-06T11:43:09+0100,19.580917358398438,62.59613037109375,733,22.6,53.0
2023-08-06T11:43:14+0100,604,2023-08-06T11:43:14+0100,19.548873901367188,62.64495849609375,733,22.6,53.0
2023-08-06T11:43:19+0100,605,2023-08-06T11:43:19+0100,19.548873901367188,62.6800537109375,732,22.6,53.0
2023-08-06T11:43:24+0100,606,2023-08-06T11:43:24+0100,19.540863037109375,62.6739501953125,732,22.6,53.0
2023-08-06T11:43:29+0100,607,2023-08-06T11:43:29+0100,19.519500732421875,62.68310546875,732,22.6,53.0
2023-08-06T11:43:34+0100,608,2023-08-06T11:43:34+0100,19.506149291992188,62.6739501953125,733,22.6,53.0
2023-08-06T11:43:39+0100,609,2023-08-06T11:43:39+0100,19.516830444335938,62.66937255859375,733,22.6,53.0
2023-08-06T11:43:44+0100,610,2023-08-06T11:43:44+0100,19.508819580078125,62.7105712890625,732,22.6,53.0
2023-08-06T11:43:50+0100,611,2023-08-06T11:43:50+0100,19.522171020507812,62.75482177734375,732,22.6,53.0
